FID_1,STATE,COUNTY,AREA,ACRES,Area_Type,_ZONE_NUMB,_HOUSEHOLD,AVERAGE_WO,AVERAGE_PE,AVERAGE_AU,TOTAL_EMPL,LAND_AREA_,POP_DENSIT,EMP_DENSIT,URBAN_AREA,TOTAL_AUTO,TAZ_LOCATI,_PERC_EMPL,PERC_EMPL_,PERC_EMPL1,TAZ_N,2010POP,MLU2010,MLU2020,EMP2010,Count_,Sum_CarbEM,Avg_CarbEM,Sum_TRIPDI,Avg_TRIPDI,Sum_TRIPSP,Avg_TRIPSP,Sum_TRIPDU,Avg_TRIPDU,CarEMTAZ,HH2010
357,39,061,8637724.56500000000,198.29500000000,2,632,319.00,1.47,2.82,1.92,34.00,198.00,4.50,0.10,0.00,611.00,1.00,0.15,0.44,0.41,632,892,0.00000000000,0.00000000000,20,1,0.00262401,0.00262401,5.12000000,5.12000000,19.40740741,19.40740741,814.24000000,814.24000000,1.16100000000,368
358,39,061,14299641.00300000000,328.27500000000,2,634,978.00,1.55,2.49,1.54,1655.00,328.00,7.40,5.00,0.00,1510.00,1.00,0.02,0.85,0.12,634,2429,0.00000000000,0.00000000000,1641,3,0.00849379,0.00283126,14.72212462,4.90737487,62.04169450,20.68056483,2097.60150050,699.20050017,1.16700000000,370
359,39,061,13682718.61600000000,314.11200000000,2,623,384.00,1.63,2.92,2.10,35.00,314.00,3.50,0.10,0.00,807.00,1.00,0.15,0.15,0.71,623,1099,0.00000000000,0.00000000000,31,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.86700000000,592
360,39,061,20300000.99200000000,466.02400000000,2,622,1175.00,1.58,2.83,2.01,174.00,466.00,7.10,0.30,0.00,2365.00,1.00,0.31,0.62,0.07,622,3309,0.00000000000,0.00000000000,140,1,0.00281940,0.00281940,6.33636364,6.33636364,26.05272727,26.05272727,824.40000000,824.40000000,3.14500000000,997
361,39,061,2011498.23300000000,46.17800000000,2,621,63.00,1.61,2.87,2.02,353.00,46.00,3.90,7.60,0.00,127.00,1.00,0.00,0.16,0.84,621,180,0.00000000000,0.00000000000,351,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12600000000,40
362,39,061,19600578.07800000000,449.96700000000,2,624,1474.00,1.22,2.71,1.59,396.00,449.00,8.80,0.80,0.00,2346.00,1.00,0.02,0.90,0.08,624,3960,0.00000000000,0.00000000000,360,1,0.00232131,0.00232131,4.63000000,4.63000000,18.48307692,18.48307692,823.16666670,823.16666670,4.43500000000,1406
363,39,061,18186879.89600000000,417.51300000000,2,627,648.00,1.12,2.67,1.78,115.00,417.00,4.10,0.20,0.00,1154.00,1.00,0.07,0.54,0.39,627,1712,0.00000000000,0.00000000000,84,1,0.00100648,0.00100648,1.87515152,1.87515152,17.57060606,17.57060606,405.18181820,405.18181820,1.96500000000,623
364,39,061,11443221.22500000000,262.70000000000,1,461,1078.00,1.12,2.28,1.67,320.00,262.00,9.30,1.20,1.00,1806.00,1.00,0.03,0.75,0.23,461,2443,0.00000000000,0.00000000000,315,4,0.01217486,0.00304371,22.82048666,5.70512166,85.05278225,21.26319556,4152.13265610,1038.03316403,2.39000000000,1030
365,39,061,7441215.13000000000,170.82700000000,2,460,739.00,1.16,1.89,1.57,203.00,170.00,8.10,1.10,0.00,1157.00,1.00,0.41,0.45,0.15,460,1384,0.00000000000,0.00000000000,188,1,0.00248170,0.00248170,4.79450000,4.79450000,20.14133333,20.14133333,695.58620690,695.58620690,1.40400000000,445
366,39,061,8961589.79500000000,205.73000000000,2,456,692.00,1.18,2.24,1.56,350.00,205.00,7.50,1.70,0.00,1078.00,1.00,0.16,0.64,0.19,456,1543,0.00000000000,0.00000000000,350,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.25500000000,715
367,39,061,13403475.44300000000,307.70100000000,2,462,1077.00,1.37,2.23,1.68,774.00,307.00,7.80,2.50,1.00,1812.00,1.00,0.00,0.72,0.28,462,2400,0.00000000000,0.00000000000,769,4,0.01039251,0.00259813,20.61062560,5.15265640,93.58572553,23.39643138,2837.87456130,709.46864033,3.57400000000,1133
368,39,061,13428113.09000000000,308.26700000000,1,478,1129.00,1.12,2.29,1.72,87.00,308.00,8.30,0.20,1.00,1946.00,1.00,0.05,0.54,0.41,478,2559,0.00000000000,0.00000000000,62,3,0.00896842,0.00298947,19.51081349,6.50360450,72.41363095,24.13787698,2377.86190510,792.62063503,2.68500000000,1157
369,39,061,11088569.62100000000,254.55900000000,1,474,746.00,1.21,2.25,1.88,168.00,254.00,6.60,0.60,1.00,1404.00,1.00,0.04,0.96,0.01,474,1680,0.00000000000,0.00000000000,153,2,0.00445001,0.00222501,10.41300777,5.20650388,42.95322975,21.47661488,1489.93121070,744.96560535,2.18600000000,942
370,39,061,6043334.22800000000,138.73600000000,1,473,604.00,1.01,2.24,1.34,34.00,138.00,9.70,0.20,1.00,807.00,1.00,0.26,0.74,0.00,473,1346,0.00000000000,0.00000000000,28,3,0.00516552,0.00172184,11.60984127,3.86994709,64.41722223,21.47240741,1777.95000000,592.65000000,1.15100000000,496
371,39,061,3727321.89400000000,85.56800000000,1,463,290.00,0.75,1.66,1.50,620.00,85.00,5.60,7.20,1.00,434.00,1.00,0.00,0.48,0.52,463,479,0.00000000000,0.00000000000,616,1,0.00196690,0.00196690,2.64750000,2.64750000,15.02125000,15.02125000,606.16666670,606.16666670,0.35000000000,151
372,39,061,4594223.83900000000,105.46900000000,1,464,415.00,1.25,2.36,1.66,50.00,105.00,9.20,0.40,1.00,690.00,1.00,0.04,0.55,0.41,464,970,0.00000000000,0.00000000000,42,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.82400000000,355
373,39,061,91364070.20500000000,2097.43000000000,2,1,302.00,1.37,2.95,2.49,93.00,2097.00,0.40,0.00,0.00,752.00,1.00,0.23,0.74,0.03,1,839,0.00000000000,0.00000000000,0,2,0.00738113,0.00369056,15.42414286,7.71207143,51.92585714,25.96292857,1797.06349230,898.53174615,0.94600000000,300
374,39,061,10319343.69900000000,236.90000000000,2,2,313.00,1.52,2.97,2.35,113.00,236.00,3.90,0.40,0.00,737.00,1.00,0.16,0.84,0.00,2,924,0.00000000000,0.00000000000,95,2,0.00365455,0.00182727,5.84392500,2.92196250,36.04748750,18.02374375,955.60000000,477.80000000,1.49200000000,473
375,39,061,5637103.87000000000,129.41000000000,2,3,205.00,1.53,2.99,2.36,1048.00,129.00,4.70,8.10,0.00,483.00,1.00,0.03,0.29,0.68,3,608,0.00000000000,0.00000000000,1048,1,0.00243327,0.00243327,5.40437500,5.40437500,25.30906250,25.30906250,614.16129030,614.16129030,0.42000000000,133
376,39,061,24340500.53800000000,558.78100000000,2,5,1424.00,1.09,2.20,1.97,433.00,558.00,5.60,0.70,0.00,2812.00,1.00,0.02,0.98,0.00,5,3129,0.00000000000,0.00000000000,391,1,0.00338465,0.00338465,7.63628571,7.63628571,29.20028571,29.20028571,756.76470590,756.76470590,3.72200000000,1180
377,39,061,23610987.44100000000,542.03400000000,2,7,809.00,1.29,2.46,1.72,1625.00,542.00,3.60,3.00,0.00,1389.00,1.00,0.01,0.85,0.13,7,1951,0.00000000000,0.00000000000,1626,4,0.01109712,0.00277428,24.53905369,6.13476342,96.11015485,24.02753871,2888.45447470,722.11361868,2.76700000000,877
378,39,061,1805981.06800000000,41.46000000000,2,6,0.00,0.52,0.00,1.72,245.00,41.00,0.00,5.90,0.00,0.00,1.00,0.04,0.60,0.36,6,0,0.00000000000,0.00000000000,245,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06000000000,19
379,39,061,7333996.11100000000,168.36500000000,2,4,129.00,0.86,2.12,1.31,1632.00,168.00,1.60,9.60,0.00,169.00,1.00,0.03,0.49,0.47,4,269,0.00000000000,0.00000000000,1616,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42000000000,133
380,39,061,26842010.62500000000,616.20800000000,2,30,1295.00,1.73,3.03,2.01,547.00,616.00,6.30,0.80,0.00,2609.00,1.00,0.16,0.67,0.17,30,3882,0.00000000000,0.00000000000,493,9,0.02702466,0.00300274,55.74331561,6.19370173,199.17556924,22.13061880,7079.05463610,786.56162623,4.09100000000,1297
381,39,061,22526378.01900000000,517.13400000000,2,28,1098.00,1.34,2.58,2.25,470.00,517.00,5.40,0.90,0.00,2469.00,1.00,0.04,0.53,0.43,28,2793,0.00000000000,0.00000000000,465,1,0.00346130,0.00346130,7.96312500,7.96312500,25.56125000,25.56125000,1049.87500000,1049.87500000,4.19900000000,1331
382,39,061,4843047.86700000000,111.18100000000,2,24,88.00,1.57,2.94,2.20,1178.00,111.00,2.30,10.60,0.00,195.00,1.00,0.00,1.00,0.00,24,256,0.00000000000,0.00000000000,1179,1,0.00163143,0.00163143,3.62000000,3.62000000,25.52000000,25.52000000,445.00000000,445.00000000,0.40400000000,128
383,39,061,3320310.19600000000,76.22400000000,2,25,165.00,0.99,1.73,1.68,62.00,76.00,3.70,0.80,0.00,277.00,1.00,0.06,0.94,0.00,25,282,0.00000000000,0.00000000000,61,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29000000000,92
384,39,061,4036629.09500000000,92.66800000000,2,27,136.00,0.97,1.69,1.68,920.00,92.00,2.40,9.90,0.00,228.00,5.00,0.00,0.00,1.00,27,222,0.00000000000,0.00000000000,917,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12600000000,40
385,39,061,1190643.86700000000,27.33300000000,2,26,54.00,1.47,2.57,1.69,81.00,27.00,5.00,2.90,0.00,91.00,1.00,0.00,0.72,0.28,26,137,0.00000000000,0.00000000000,79,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05700000000,18
386,39,061,19557804.96800000000,448.98500000000,2,14,373.00,1.55,2.74,2.46,26.00,448.00,2.20,0.00,0.00,917.00,1.00,0.42,0.54,0.04,14,988,0.00000000000,0.00000000000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.96800000000,624
387,39,061,14355685.75700000000,329.56100000000,2,15,781.00,1.44,2.54,2.46,224.00,329.00,6.00,0.60,0.00,1920.00,1.00,0.04,0.69,0.27,15,1977,0.00000000000,0.00000000000,198,2,0.00489172,0.00244586,9.94442217,4.97221108,44.47542453,22.23771226,1428.62666670,714.31333335,1.36300000000,432
388,39,061,61795819.28300000000,1418.63700000000,2,8,339.00,1.62,2.86,2.41,12.00,1418.00,0.60,0.00,0.00,817.00,1.00,0.00,1.00,0.00,8,851,0.00000000000,0.00000000000,0,1,0.00267323,0.00267323,6.37657143,6.37657143,28.00685714,28.00685714,772.17647060,772.17647060,0.96500000000,306
389,39,061,35972322.68100000000,825.81100000000,2,13,1325.00,1.29,2.56,2.19,444.00,825.00,4.10,0.50,0.00,2899.00,1.00,0.05,0.58,0.37,13,3386,0.00000000000,0.00000000000,413,6,0.01512557,0.00252093,34.44962700,5.74160450,146.32260136,24.38710023,4599.51730430,766.58621738,3.99700000000,1267
390,39,061,37473150.12500000000,860.26500000000,2,9,58.00,1.39,2.48,2.21,347.00,860.00,0.10,0.40,0.00,128.00,5.00,0.01,0.88,0.12,9,86,0.00000000000,0.00000000000,344,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15500000000,49
391,39,061,18688553.78400000000,429.03000000000,2,12,309.00,1.42,2.63,2.08,59.00,429.00,1.90,0.10,0.00,643.00,1.00,0.08,0.90,0.02,12,815,0.00000000000,0.00000000000,43,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42900000000,453
392,39,061,20307042.30800000000,466.18600000000,2,21,889.00,1.08,2.52,1.77,576.00,466.00,4.80,1.20,0.00,1573.00,1.00,0.07,0.76,0.18,21,2238,0.00000000000,0.00000000000,559,3,0.00570940,0.00190313,11.32687161,3.77562387,60.11596850,20.03865617,1823.02869520,607.67623173,2.66600000000,845
393,39,061,19792180.27200000000,454.36600000000,2,22,805.00,1.62,2.88,2.04,262.00,454.00,5.10,0.50,0.00,1642.00,1.00,0.12,0.65,0.23,22,2317,0.00000000000,0.00000000000,227,3,0.01021464,0.00340488,20.59556250,6.86518750,68.98327381,22.99442460,2791.98750940,930.66250313,3.24600000000,1029
394,39,061,12932385.77100000000,296.88700000000,1,20,614.00,1.00,2.16,1.74,999.00,296.00,4.40,3.30,1.00,1070.00,1.00,0.00,0.57,0.43,20,1306,0.00000000000,0.00000000000,980,1,0.00406052,0.00406052,8.01150000,8.01150000,23.20825000,23.20825000,1011.94736800,1011.94736800,0.90500000000,390
395,39,061,19991626.62500000000,458.94500000000,1,16,2093.00,1.02,1.79,1.52,661.00,458.00,8.10,1.40,1.00,3179.00,1.00,0.01,0.53,0.46,16,3717,0.00000000000,0.00000000000,643,4,0.00836610,0.00209153,10.25128520,2.56282130,66.82263102,16.70565776,1750.72222220,437.68055555,3.18900000000,1374
396,39,061,26053803.89400000000,598.11300000000,2,11,549.00,1.59,2.82,2.40,31.00,598.00,2.50,0.00,0.00,1320.00,1.00,0.23,0.77,0.00,11,1495,0.00000000000,0.00000000000,0,2,0.00638045,0.00319023,16.82521930,8.41260965,59.15471491,29.57735745,1852.84210530,926.42105265,3.14200000000,996
397,39,061,51247887.06200000000,1176.49000000000,1,10,182.00,1.35,2.39,2.41,365.00,1176.00,0.30,0.30,1.00,438.00,1.00,0.06,0.88,0.06,10,353,0.00000000000,0.00000000000,353,1,0.00188435,0.00188435,4.12277778,4.12277778,25.04527778,25.04527778,556.70588240,556.70588240,0.46400000000,200
398,39,061,40238828.36200000000,923.75600000000,1,17,900.00,1.16,2.01,1.55,67.00,923.00,1.90,0.00,1.00,1392.00,1.00,0.54,0.45,0.01,17,1755,0.00000000000,0.00000000000,0,5,0.01080087,0.00216017,22.56849661,4.51369932,106.80002740,21.36000548,3401.27517490,680.25503498,3.43900000000,1482
399,39,061,20548235.27900000000,471.72300000000,1,18,811.00,1.03,1.79,1.55,288.00,471.00,3.00,0.60,1.00,1254.00,1.00,0.00,0.29,0.71,18,1415,0.00000000000,0.00000000000,283,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.01600000000,438
400,39,061,17133008.70500000000,393.32000000000,1,19,1546.00,1.18,1.89,1.37,84.00,393.00,7.40,0.20,1.00,2116.00,1.00,0.06,0.42,0.52,19,2911,0.00000000000,0.00000000000,79,2,0.00416902,0.00208451,9.05809524,4.52904762,49.28914286,24.64457143,1160.50000000,580.25000000,2.56200000000,1104
401,39,061,12856628.54500000000,295.14800000000,2,23,460.00,1.56,2.93,2.24,162.00,295.00,4.50,0.50,0.00,1031.00,1.00,0.02,0.83,0.15,23,1328,0.00000000000,0.00000000000,148,2,0.00490996,0.00245498,11.67844445,5.83922222,57.16177778,28.58088889,1334.52325580,667.26162790,1.97500000000,626
402,39,061,22960467.49900000000,527.10000000000,2,34,507.00,1.51,2.91,2.24,566.00,527.00,2.80,1.00,0.00,1135.00,1.00,0.07,0.72,0.21,34,1476,0.00000000000,0.00000000000,527,1,0.00691803,0.00691803,15.35931034,15.35931034,26.15103448,26.15103448,1378.53571400,1378.53571400,1.27400000000,404
403,39,061,31279312.73000000000,718.07400000000,2,31,373.00,1.36,3.06,2.29,64.00,718.00,1.50,0.00,0.00,856.00,1.00,0.00,0.31,0.69,31,1077,0.00000000000,0.00000000000,0,1,0.00316742,0.00316742,7.15018182,7.15018182,26.04418182,26.04418182,858.07692310,858.07692310,1.74800000000,554
404,39,061,15844300.25500000000,363.73500000000,2,29,464.00,1.57,2.99,2.22,216.00,363.00,3.80,0.50,0.00,1030.00,1.00,0.05,0.95,0.00,29,1382,0.00000000000,0.00000000000,182,4,0.01189755,0.00297439,26.36625750,6.59156437,91.71731217,22.92932804,3311.29147870,827.82286967,1.29300000000,410
405,39,061,23169409.55200000000,531.89600000000,2,32,484.00,1.62,3.07,2.22,179.00,531.00,2.80,0.30,0.00,1076.00,1.00,0.13,0.16,0.71,32,1489,0.00000000000,0.00000000000,160,2,0.00630832,0.00315416,12.83352500,6.41676250,47.00991250,23.50495625,1872.58405830,936.29202915,1.70300000000,540
406,39,061,62501561.15800000000,1434.83800000000,2,33,894.00,1.56,2.98,2.24,163.00,1434.00,1.80,0.10,0.00,2007.00,1.00,0.23,0.70,0.07,33,2583,0.00000000000,0.00000000000,143,6,0.01926630,0.00321105,39.51135813,6.58522635,141.93384664,23.65564111,5180.18150360,863.36358393,4.50800000000,1429
407,39,061,32050951.03700000000,735.78900000000,2,36,678.00,1.33,2.55,2.24,686.00,735.00,2.30,0.90,0.00,1521.00,1.00,0.50,0.34,0.16,36,1692,0.00000000000,0.00000000000,662,3,0.00865758,0.00288586,19.52260099,6.50753366,73.85547188,24.61849063,2601.70598330,867.23532777,1.21800000000,386
408,39,061,29966948.29400000000,687.94600000000,2,37,233.00,1.21,2.43,1.97,847.00,687.00,0.80,1.20,0.00,458.00,1.00,0.56,0.34,0.10,37,550,0.00000000000,0.00000000000,826,1,0.00174574,0.00174574,3.51733333,3.51733333,22.83666667,22.83666667,521.50000000,521.50000000,0.23300000000,74
409,39,061,103867340.73800000000,2384.46600000000,2,35,807.00,1.28,2.49,2.17,123.00,2384.00,0.80,0.00,0.00,1755.00,1.00,0.31,0.50,0.19,35,1908,0.00000000000,0.00000000000,0,4,0.00860753,0.00215188,19.30620391,4.82655098,89.33534188,22.33383547,2590.23399900,647.55849975,3.76600000000,1194
410,39,061,34332597.80100000000,788.16800000000,2,38,95.00,1.28,2.57,1.97,51.00,788.00,0.30,0.00,0.00,187.00,1.00,0.49,0.43,0.08,38,236,0.00000000000,0.00000000000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25600000000,81
411,39,061,68219971.58500000000,1566.11500000000,2,39,147.00,1.18,2.36,1.97,1377.00,1566.00,0.20,0.80,0.00,289.00,5.00,0.94,0.05,0.01,39,313,0.00000000000,0.00000000000,1253,1,0.00266766,0.00266766,5.19166667,5.19166667,22.27033333,22.27033333,759.20000000,759.20000000,0.88600000000,281
412,39,061,34617092.35100000000,794.69900000000,2,40,759.00,1.24,2.86,2.26,278.00,794.00,2.70,0.30,0.00,1718.00,1.00,0.09,0.76,0.15,40,2146,0.00000000000,0.00000000000,238,6,0.01499223,0.00249870,31.18778891,5.19796482,127.68528316,21.28088053,4314.66639780,719.11106630,2.25500000000,715
413,39,061,50739754.33200000000,1164.82400000000,2,45,198.00,1.45,2.30,1.86,100.00,1164.00,0.30,0.00,0.00,368.00,1.00,0.37,0.13,0.50,45,349,0.00000000000,0.00000000000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.71900000000,228
414,39,061,27373288.46100000000,628.40400000000,2,41,450.00,0.91,2.38,2.08,823.00,628.00,1.70,1.30,0.00,937.00,1.00,0.05,0.30,0.65,41,1068,0.00000000000,0.00000000000,817,1,0.00259053,0.00259053,4.99756757,4.99756757,20.71216216,20.71216216,720.05555560,720.05555560,0.26800000000,85
415,39,061,121320155.52200000000,2785.12800000000,2,43,372.00,1.03,2.58,2.63,263.00,2785.00,0.30,0.00,0.00,978.00,1.00,0.03,0.86,0.11,43,836,0.00000000000,0.00000000000,0,1,0.01127050,0.01127050,16.04750000,16.04750000,20.90750000,20.90750000,2764.00000000,2764.00000000,1.87700000000,595
416,39,061,83003853.93000000000,1905.50600000000,2,44,387.00,1.29,2.76,2.84,879.00,1905.00,0.50,0.40,0.00,1098.00,1.00,0.36,0.64,0.00,44,953,0.00000000000,0.00000000000,762,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.01900000000,323
417,39,061,97503516.80800000000,2238.37300000000,2,46,207.00,1.21,2.60,2.83,73.00,2238.00,0.20,0.00,0.00,586.00,1.00,0.00,1.00,0.00,46,448,0.00000000000,0.00000000000,0,1,0.00191382,0.00191382,4.15190476,4.15190476,23.91142857,23.91142857,574.20000000,574.20000000,1.48600000000,471
418,39,061,89636132.72000000000,2057.76200000000,2,42,886.00,1.03,2.71,2.08,346.00,2057.00,1.10,0.10,0.00,1843.00,1.00,0.02,0.97,0.01,42,2264,0.00000000000,0.00000000000,206,1,0.00427995,0.00427995,9.37000000,9.37000000,26.53818182,26.53818182,1211.27272700,1211.27272700,2.33100000000,739
419,39,061,7414704.97200000000,170.21800000000,1,184,857.00,1.30,2.25,1.50,172.00,170.00,11.30,1.00,1.00,1282.00,1.00,0.40,0.40,0.20,184,1923,0.00000000000,0.00000000000,170,1,0.00321305,0.00321305,6.39818182,6.39818182,21.48181818,21.48181818,1026.70000000,1026.70000000,1.45700000000,628
420,39,061,8257143.54400000000,189.55800000000,1,185,1018.00,1.12,1.94,1.50,819.00,189.00,10.40,4.30,1.00,1523.00,1.00,0.01,0.66,0.33,185,1971,0.00000000000,0.00000000000,815,2,0.00578549,0.00289275,11.86906158,5.93453079,46.37901759,23.18950880,1602.56666670,801.28333335,1.58300000000,682
421,39,061,12756813.29900000000,292.85600000000,1,186,441.00,1.10,2.59,1.66,387.00,292.00,3.90,1.30,1.00,732.00,1.00,0.02,0.38,0.60,186,1142,0.00000000000,0.00000000000,381,2,0.00498805,0.00249403,11.02947826,5.51473913,43.69154348,21.84577174,1405.39878050,702.69939025,1.48500000000,640
422,39,061,8457053.42900000000,194.14700000000,1,187,87.00,1.05,2.48,1.66,615.00,194.00,1.10,3.10,1.00,144.00,1.00,0.19,0.64,0.16,187,214,0.00000000000,0.00000000000,602,1,0.00151060,0.00151060,3.53925000,3.53925000,20.40825000,20.40825000,578.60526320,578.60526320,0.33600000000,145
423,39,061,40076101.35200000000,920.02100000000,1,227,235.00,1.06,2.23,1.47,1538.00,920.00,0.50,1.60,1.00,345.00,1.00,0.33,0.66,0.01,227,460,0.00000000000,0.00000000000,1472,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42700000000,184
424,39,061,47607621.69000000000,1092.92100000000,1,232,8.00,1.07,2.25,1.25,804.00,1092.00,0.00,0.70,1.00,10.00,1.00,0.67,0.21,0.12,232,0,0.00000000000,0.00000000000,765,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
425,39,061,22298157.75400000000,511.89500000000,1,233,23.00,0.86,1.70,1.26,54.00,511.00,0.00,0.10,1.00,29.00,1.00,0.07,0.15,0.78,233,0,0.00000000000,0.00000000000,51,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03700000000,16
426,39,061,10881372.45600000000,249.80200000000,1,234,247.00,1.09,2.14,1.24,514.00,249.00,2.10,2.00,1.00,306.00,1.00,0.23,0.64,0.13,234,525,0.00000000000,0.00000000000,500,1,0.00199195,0.00199195,4.30603774,4.30603774,19.82264151,19.82264151,627.52000000,627.52000000,0.84500000000,364
427,39,061,8386809.74200000000,192.53500000000,1,231,229.00,1.23,2.57,1.26,1417.00,192.00,3.00,7.30,1.00,289.00,1.00,0.40,0.40,0.20,231,578,0.00000000000,0.00000000000,1406,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33900000000,146
428,39,061,16763099.55700000000,384.82800000000,1,230,625.00,1.39,2.18,1.60,523.00,384.00,3.50,1.30,1.00,998.00,1.00,0.01,0.99,0.00,230,1347,0.00000000000,0.00000000000,500,3,0.00988918,0.00329639,21.19799772,7.06599924,71.94794308,23.98264769,2641.94827600,880.64942533,1.81900000000,784
429,39,061,9520383.36700000000,218.55800000000,1,229,968.00,1.38,1.85,1.62,272.00,218.00,8.20,1.20,1.00,1566.00,1.00,0.08,0.76,0.16,229,1792,0.00000000000,0.00000000000,262,2,0.00609210,0.00304605,13.20865079,6.60432540,51.17888889,25.58944444,1618.04464290,809.02232145,1.55700000000,671
430,39,061,8900906.10500000000,204.33700000000,1,228,803.00,1.33,2.13,1.81,351.00,204.00,8.30,1.70,1.00,1456.00,1.00,0.05,0.50,0.45,228,1696,0.00000000000,0.00000000000,347,4,0.01783918,0.00445979,42.18690122,10.54672531,101.11402493,25.27850623,4057.63413570,1014.40853393,1.65700000000,714
431,39,061,19581445.42500000000,449.52800000000,1,226,764.00,1.25,2.27,1.93,97.00,449.00,3.80,0.20,1.00,1472.00,1.00,0.23,0.77,0.00,226,1708,0.00000000000,0.00000000000,90,4,0.01443920,0.00360980,33.10217977,8.27554494,88.39438710,22.09859678,4034.53333300,1008.63333325,1.57600000000,679
432,39,061,6061279.76400000000,139.14800000000,1,225,684.00,1.36,1.79,1.58,370.00,139.00,8.80,2.60,1.00,1080.00,1.00,0.02,0.59,0.39,225,1225,0.00000000000,0.00000000000,362,3,0.00742934,0.00247645,13.27876316,4.42625439,57.18334210,19.06111403,2655.59333300,885.19777767,0.98400000000,424
433,39,061,7057832.00900000000,162.02600000000,1,224,427.00,1.28,2.18,1.68,331.00,162.00,5.70,2.00,1.00,718.00,1.00,0.04,0.73,0.23,224,924,0.00000000000,0.00000000000,324,1,0.00176149,0.00176149,3.49627451,3.49627451,19.21980392,19.21980392,555.36000000,555.36000000,1.51800000000,654
434,39,061,5384442.94700000000,123.61000000000,1,221,747.00,1.26,1.91,1.50,110.00,123.00,11.50,0.80,1.00,1120.00,1.00,0.23,0.46,0.31,221,1422,0.00000000000,0.00000000000,99,4,0.01228307,0.00307077,25.67370915,6.41842729,90.41066176,22.60266544,3321.45378190,830.36344547,0.79100000000,341
435,39,061,6329642.40800000000,145.30900000000,1,223,1152.00,0.82,1.62,1.31,1042.00,145.00,12.80,7.10,1.00,1508.00,1.00,0.03,0.68,0.29,223,1860,0.00000000000,0.00000000000,1032,8,0.02036768,0.00254596,34.00253467,4.25031683,143.95828471,17.99478559,5709.14660480,713.64332560,2.42000000000,1043
436,39,061,711189.80400000000,16.32700000000,1,222,166.00,1.09,1.24,1.17,239.00,16.00,12.60,14.60,1.00,194.00,1.00,0.00,0.71,0.29,222,206,0.00000000000,0.00000000000,238,1,0.00240813,0.00240813,4.82437500,4.82437500,21.99375000,21.99375000,681.73333330,681.73333330,0.10700000000,46
437,39,061,4717115.53700000000,108.29000000000,1,217,691.00,1.30,1.77,1.40,1429.00,108.00,11.20,13.20,1.00,970.00,1.00,0.10,0.32,0.58,217,1213,0.00000000000,0.00000000000,1429,8,0.02727532,0.00340942,52.57824811,6.57228101,177.47725507,22.18465688,6338.47284760,792.30910595,1.86100000000,802
438,39,061,12539789.67100000000,287.87400000000,1,220,938.00,1.25,1.88,1.67,318.00,287.00,6.10,1.10,1.00,1567.00,1.00,0.05,0.67,0.28,220,1756,0.00000000000,0.00000000000,317,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.33000000000,1004
439,39,061,18003235.63300000000,413.29700000000,1,219,741.00,1.20,1.81,1.67,466.00,413.00,3.20,1.10,1.00,1238.00,1.00,0.01,0.99,0.00,219,1323,0.00000000000,0.00000000000,455,1,0.00203811,0.00203811,4.23075000,4.23075000,21.42250000,21.42250000,603.57894740,603.57894740,2.51600000000,1084
